state,district,month,total_enrol,total_demo_updates,total_bio_updates,total_updates,service_ratio
Maharashtra,Jalna,2025-02,257.0,1232.0,4335.0,5567.0,21.57751937984496
Maharashtra,Jalna,2025-03,163.0,3055.0,3675.0,6730.0,41.03658536585366
Maharashtra,Jalna,2025-04,110.0,3083.0,3916.0,6999.0,63.054054054054056
Maharashtra,Jalna,2025-05,75.0,776.0,2933.0,3709.0,48.80263157894737
Maharashtra,Jalna,2025-06,79.0,1989.0,2325.0,4314.0,53.925
Maharashtra,Jalna,2025-07,58.0,1832.0,1557.0,3389.0,57.440677966101696
Maharashtra,Jalna,2025-08,195.0,2016.0,4539.0,6555.0,33.44387755102041
Maharashtra,Jalna,2025-09,259.0,892.0,3329.0,4221.0,16.234615384615385
Maharashtra,Jalna,2025-10,227.0,2651.0,2638.0,5289.0,23.19736842105263
Maharashtra,Jalna,2025-11,180.0,2040.0,4134.0,6174.0,34.110497237569064
Maharashtra,Jalna,2025-12,163.0,2936.0,4336.0,7272.0,44.34146341463415
Maharashtra,Jalna,NaT,3646.0,29596.0,43451.0,73047.0,20.029339182890048
Maharashtra,Kolhapur,2025-01,147.0,13254.0,158195.0,171449.0,1158.4391891891892
Maharashtra,Kolhapur,2025-02,259.0,1534.0,4039.0,5573.0,21.434615384615384
Maharashtra,Kolhapur,2025-03,176.0,3763.0,3599.0,7362.0,41.59322033898305
Maharashtra,Kolhapur,2025-04,128.0,4455.0,4027.0,8482.0,65.75193798449612
Maharashtra,Kolhapur,2025-05,129.0,1270.0,3513.0,4783.0,36.792307692307695
Maharashtra,Kolhapur,2025-06,104.0,3945.0,2894.0,6839.0,65.13333333333334
Maharashtra,Kolhapur,2025-07,110.0,3556.0,2039.0,5595.0,50.4054054054054
Maharashtra,Kolhapur,2025-08,224.0,3653.0,5570.0,9223.0,40.99111111111111
Maharashtra,Kolhapur,2025-09,257.0,1838.0,4175.0,6013.0,23.3062015503876
Maharashtra,Kolhapur,2025-10,276.0,4601.0,4330.0,8931.0,32.24187725631769
Maharashtra,Kolhapur,2025-11,204.0,3580.0,5341.0,8921.0,43.517073170731706
Maharashtra,Kolhapur,2025-12,189.0,5433.0,6275.0,11708.0,61.62105263157895
Maharashtra,Kolhapur,NaT,5160.0,48518.0,61826.0,110344.0,21.38035264483627
Maharashtra,Latur,2025-01,1713.0,21876.0,161855.0,183731.0,107.19428238039671
Maharashtra,Latur,2025-02,270.0,1439.0,4161.0,5600.0,20.66420664206642
Maharashtra,Latur,2025-03,159.0,3658.0,3774.0,7432.0,46.45
Maharashtra,Latur,2025-04,127.0,4213.0,3549.0,7762.0,60.640625
Maharashtra,Latur,2025-05,95.0,913.0,2901.0,3814.0,39.72916666666666
Maharashtra,Latur,2025-06,108.0,3161.0,2296.0,5457.0,50.06422018348624
Maharashtra,Latur,2025-07,69.0,3096.0,1675.0,4771.0,68.15714285714286
Maharashtra,Latur,2025-08,248.0,3401.0,4187.0,7588.0,30.47389558232932
Maharashtra,Latur,2025-09,231.0,1204.0,3585.0,4789.0,20.642241379310345
Maharashtra,Latur,2025-10,260.0,4146.0,3449.0,7595.0,29.09961685823755
Maharashtra,Latur,2025-11,211.0,2997.0,4261.0,7258.0,34.235849056603776
Maharashtra,Latur,2025-12,195.0,6025.0,4195.0,10220.0,52.142857142857146
Maharashtra,Latur,NaT,3776.0,40502.0,42637.0,83139.0,22.01191421763304
Maharashtra,Mumbai,2025-01,1141.0,17503.0,227774.0,245277.0,214.7784588441331
Maharashtra,Mumbai,2025-02,589.0,2202.0,6771.0,8973.0,15.208474576271186
Maharashtra,Mumbai,2025-03,246.0,4074.0,6766.0,10840.0,43.88663967611336
Maharashtra,Mumbai,2025-04,158.0,4585.0,7404.0,11989.0,75.40251572327044
Maharashtra,Mumbai,2025-05,253.0,1730.0,5822.0,7552.0,29.73228346456693
Maharashtra,Mumbai,2025-06,190.0,3234.0,4109.0,7343.0,38.44502617801047
Maharashtra,Mumbai,2025-07,164.0,2382.0,3712.0,6094.0,36.93333333333333
Maharashtra,Mumbai,2025-08,248.0,2853.0,6805.0,9658.0,38.78714859437751
Maharashtra,Mumbai,2025-09,413.0,2541.0,5551.0,8092.0,19.545893719806763
Maharashtra,Mumbai,2025-10,496.0,4280.0,6480.0,10760.0,21.64989939637827
Maharashtra,Mumbai,2025-11,361.0,3964.0,7945.0,11909.0,32.89779005524862
Maharashtra,Mumbai,2025-12,378.0,4651.0,9577.0,14228.0,37.54089709762533
Maharashtra,Mumbai,NaT,9665.0,47448.0,96357.0,143805.0,14.877405338299193
Maharashtra,Mumbai City,2025-01,46.0,14989.0,26296.0,41285.0,878.4042553191489
Maharashtra,Mumbai City,2025-02,114.0,588.0,1033.0,1621.0,14.095652173913043
Maharashtra,Mumbai City,2025-03,50.0,1270.0,843.0,2113.0,41.431372549019606
Maharashtra,Mumbai City,2025-04,35.0,785.0,864.0,1649.0,45.80555555555556
Maharashtra,Mumbai City,2025-05,54.0,793.0,653.0,1446.0,26.29090909090909
Maharashtra,Mumbai City,2025-06,32.0,1039.0,588.0,1627.0,49.30303030303031
Maharashtra,Mumbai City,2025-07,34.0,725.0,443.0,1168.0,33.371428571428574
Maharashtra,Mumbai City,2025-08,37.0,823.0,829.0,1652.0,43.47368421052632
Maharashtra,Mumbai City,2025-09,98.0,661.0,567.0,1228.0,12.404040404040405
Maharashtra,Mumbai City,2025-10,90.0,770.0,716.0,1486.0,16.32967032967033
Maharashtra,Mumbai City,2025-11,76.0,974.0,840.0,1814.0,23.55844155844156
Maharashtra,Mumbai City,2025-12,76.0,1318.0,1145.0,2463.0,31.98701298701299
Maharashtra,Mumbai City,NaT,2146.0,12802.0,11600.0,24402.0,11.36562645551933
Maharashtra,Mumbai Suburban,2025-01,7844.0,61249.0,96033.0,157282.0,20.048693435309115
Maharashtra,Mumbai Suburban,2025-02,423.0,2469.0,3803.0,6272.0,14.79245283018868
Maharashtra,Mumbai Suburban,2025-03,224.0,4283.0,3030.0,7313.0,32.50222222222222
Maharashtra,Mumbai Suburban,2025-04,119.0,2699.0,2954.0,5653.0,47.10833333333333
Maharashtra,Mumbai Suburban,2025-05,232.0,2288.0,2572.0,4860.0,20.858369098712448
Maharashtra,Mumbai Suburban,2025-06,172.0,3688.0,1946.0,5634.0,32.566473988439306
Maharashtra,Mumbai Suburban,2025-07,179.0,2660.0,1821.0,4481.0,24.89444444444445
Maharashtra,Mumbai Suburban,2025-08,186.0,2922.0,3030.0,5952.0,31.828877005347596
Maharashtra,Mumbai Suburban,2025-09,301.0,2360.0,2458.0,4818.0,15.95364238410596
Maharashtra,Mumbai Suburban,2025-10,366.0,3182.0,2842.0,6024.0,16.414168937329702
Maharashtra,Mumbai Suburban,2025-11,275.0,3296.0,3599.0,6895.0,24.981884057971016
Maharashtra,Mumbai Suburban,2025-12,278.0,4099.0,4236.0,8335.0,29.874551971326166
Maharashtra,Mumbai Suburban,NaT,7382.0,43260.0,42438.0,85698.0,11.607476635514018
Maharashtra,Mumbai( Sub Urban ),2025-01,10.0,34.0,426.0,460.0,41.81818181818182
Maharashtra,Mumbai( Sub Urban ),2025-02,15.0,65.0,150.0,215.0,13.4375
Maharashtra,Mumbai( Sub Urban ),2025-03,12.0,129.0,177.0,306.0,23.53846153846154
Maharashtra,Mumbai( Sub Urban ),2025-04,1.0,151.0,186.0,337.0,168.5
Maharashtra,Mumbai( Sub Urban ),2025-05,13.0,55.0,178.0,233.0,16.642857142857142
Maharashtra,Mumbai( Sub Urban ),2025-06,8.0,109.0,134.0,243.0,27.0
Maharashtra,Mumbai( Sub Urban ),2025-07,9.0,78.0,83.0,161.0,16.1
Maharashtra,Mumbai( Sub Urban ),2025-08,3.0,101.0,190.0,291.0,72.75
Maharashtra,Mumbai( Sub Urban ),2025-09,15.0,91.0,169.0,260.0,16.25
Maharashtra,Mumbai( Sub Urban ),2025-10,22.0,145.0,153.0,298.0,12.956521739130435
Maharashtra,Mumbai( Sub Urban ),2025-11,7.0,102.0,185.0,287.0,35.875
Maharashtra,Mumbai( Sub Urban ),2025-12,10.0,167.0,267.0,434.0,39.45454545454545
Maharashtra,Mumbai( Sub Urban ),NaT,286.0,1560.0,2396.0,3956.0,13.78397212543554
Maharashtra,Nagpur,2025-01,2131.0,36650.0,208436.0,245086.0,114.9559099437148
Maharashtra,Nagpur,2025-02,503.0,2080.0,5680.0,7760.0,15.396825396825395
Maharashtra,Nagpur,2025-03,250.0,4340.0,4626.0,8966.0,35.721115537848604
Maharashtra,Nagpur,2025-04,150.0,4046.0,5888.0,9934.0,65.78807947019868
Maharashtra,Nagpur,2025-05,160.0,1228.0,4748.0,5976.0,37.11801242236025
Maharashtra,Nagpur,2025-06,135.0,3269.0,3198.0,6467.0,47.5514705882353
Maharashtra,Nagpur,2025-07,143.0,3186.0,2987.0,6173.0,42.86805555555556
Maharashtra,Nagpur,2025-08,309.0,3561.0,7480.0,11041.0,35.616129032258065
Maharashtra,Nagpur,2025-09,313.0,2070.0,4432.0,6502.0,20.70700636942675
Maharashtra,Nagpur,2025-10,401.0,4576.0,5598.0,10174.0,25.308457711442784
Maharashtra,Nagpur,2025-11,268.0,3524.0,6687.0,10211.0,37.95910780669145
Maharashtra,Nagpur,2025-12,295.0,5283.0,7540.0,12823.0,43.32094594594594
Maharashtra,Nagpur,NaT,6601.0,46918.0,75693.0,122611.0,18.571796425325655
Maharashtra,Nanded,2025-01,3654.0,19657.0,196525.0,216182.0,59.146922024623805
Maharashtra,Nanded,2025-02,342.0,2332.0,6913.0,9245.0,26.9533527696793
Maharashtra,Nanded,2025-03,252.0,7524.0,5992.0,13516.0,53.42292490118577
Maharashtra,Nanded,2025-04,185.0,9155.0,5381.0,14536.0,78.15053763440861
Maharashtra,Nanded,2025-05,94.0,1765.0,4190.0,5955.0,62.68421052631579
Maharashtra,Nanded,2025-06,147.0,6853.0,3932.0,10785.0,72.87162162162163
Maharashtra,Nanded,2025-07,68.0,7234.0,3323.0,10557.0,153.0
Maharashtra,Nanded,2025-08,285.0,7847.0,7264.0,15111.0,52.83566433566433
Maharashtra,Nanded,2025-09,333.0,1769.0,5747.0,7516.0,22.50299401197605
Maharashtra,Nanded,2025-10,273.0,8780.0,5970.0,14750.0,53.832116788321166
Maharashtra,Nanded,2025-11,246.0,6309.0,7006.0,13315.0,53.90688259109312
Maharashtra,Nanded,2025-12,240.0,11232.0,7128.0,18360.0,76.18257261410788
Maharashtra,Nanded,NaT,5648.0,85212.0,77877.0,163089.0,28.870419543282
Maharashtra,Nandurbar,2025-01,3944.0,9691.0,124111.0,133802.0,33.91685678073511
Maharashtra,Nandurbar,2025-02,258.0,349.0,2998.0,3347.0,12.922779922779922
Maharashtra,Nandurbar,2025-03,209.0,1055.0,3189.0,4244.0,20.20952380952381
Maharashtra,Nandurbar,2025-04,88.0,814.0,2769.0,3583.0,40.25842696629213
Maharashtra,Nandurbar,2025-05,127.0,360.0,2602.0,2962.0,23.140625
Maharashtra,Nandurbar,2025-06,103.0,708.0,2052.0,2760.0,26.53846153846154
Maharashtra,Nandurbar,2025-07,81.0,650.0,1655.0,2305.0,28.10975609756097
Maharashtra,Nandurbar,2025-08,218.0,800.0,3547.0,4347.0,19.84931506849315
Maharashtra,Nandurbar,2025-09,283.0,413.0,2717.0,3130.0,11.02112676056338
Maharashtra,Nandurbar,2025-10,258.0,1018.0,2917.0,3935.0,15.193050193050192
Maharashtra,Nandurbar,2025-11,206.0,826.0,3192.0,4018.0,19.41062801932367
Maharashtra,Nandurbar,2025-12,187.0,1100.0,3440.0,4540.0,24.148936170212767
Maharashtra,Nandurbar,NaT,4478.0,11526.0,41080.0,52606.0,11.745032373297612
Maharashtra,Nandurbar *,2025-01,2.0,13.0,55.0,68.0,22.666666666666668
Maharashtra,Nandurbar *,2025-02,5.0,4.0,58.0,62.0,10.333333333333334
Maharashtra,Nandurbar *,2025-03,2.0,19.0,72.0,91.0,30.33333333333333
Maharashtra,Nandurbar *,2025-04,2.0,27.0,73.0,100.0,33.333333333333336
Maharashtra,Nandurbar *,2025-05,8.0,5.0,82.0,87.0,9.666666666666666
Maharashtra,Nandurbar *,2025-06,3.0,16.0,40.0,56.0,14.0
Maharashtra,Nandurbar *,2025-07,1.0,14.0,36.0,50.0,25.0
Maharashtra,Nandurbar *,2025-08,6.0,27.0,82.0,109.0,15.571428571428571
Maharashtra,Nandurbar *,2025-09,6.0,10.0,46.0,56.0,8.0
Maharashtra,Nandurbar *,2025-10,3.0,26.0,45.0,71.0,17.75
Maharashtra,Nandurbar *,2025-11,3.0,12.0,59.0,71.0,17.75
Maharashtra,Nandurbar *,2025-12,5.0,25.0,75.0,100.0,16.666666666666668
Maharashtra,Nandurbar *,NaT,91.0,262.0,854.0,1116.0,12.130434782608695
Maharashtra,Nashik,2025-01,5209.0,43053.0,313484.0,356537.0,68.43320537428023
Maharashtra,Nashik,2025-02,904.0,2932.0,11495.0,14427.0,15.941436464088396
Maharashtra,Nashik,2025-03,481.0,7223.0,9511.0,16734.0,34.71784232365145
Maharashtra,Nashik,2025-04,321.0,7834.0,11198.0,19032.0,59.1055900621118
Maharashtra,Nashik,2025-05,235.0,2486.0,7801.0,10287.0,43.58898305084746
Maharashtra,Nashik,2025-06,161.0,6296.0,5686.0,11982.0,73.96296296296296
Maharashtra,Nashik,2025-07,227.0,5843.0,6432.0,12275.0,53.83771929824562
Maharashtra,Nashik,2025-08,602.0,6798.0,13218.0,20016.0,33.19402985074627
Maharashtra,Nashik,2025-09,604.0,2976.0,10006.0,12982.0,21.45785123966942
Maharashtra,Nashik,2025-10,605.0,7795.0,9355.0,17150.0,28.300330033003306
Maharashtra,Nashik,2025-11,534.0,6174.0,12316.0,18490.0,34.5607476635514
Maharashtra,Nashik,2025-12,575.0,10503.0,13732.0,24235.0,42.07465277777778
Maharashtra,Nashik,NaT,11561.0,79845.0,137659.0,217504.0,18.811970247362048
Maharashtra,Osmanabad,2025-01,408.0,15979.0,99090.0,115069.0,281.3422982885086
Maharashtra,Osmanabad,2025-02,162.0,948.0,2731.0,3679.0,22.570552147239265
Maharashtra,Osmanabad,2025-03,114.0,3702.0,2218.0,5920.0,51.47826086956522
Maharashtra,Osmanabad,2025-04,69.0,3769.0,2599.0,6368.0,90.97142857142858
Maharashtra,Osmanabad,2025-05,40.0,799.0,1868.0,2667.0,65.04878048780488
Maharashtra,Osmanabad,2025-06,60.0,3406.0,1273.0,4679.0,76.70491803278688
Maharashtra,Osmanabad,2025-07,40.0,3300.0,1184.0,4484.0,109.36585365853658
Maharashtra,Osmanabad,2025-08,143.0,2255.0,2525.0,4780.0,33.19444444444444
Maharashtra,Osmanabad,2025-09,152.0,906.0,2184.0,3090.0,20.19607843137255
Maharashtra,Osmanabad,2025-10,117.0,4403.0,2139.0,6542.0,55.440677966101696
Maharashtra,Osmanabad,2025-11,105.0,2621.0,2997.0,5618.0,53.0
Maharashtra,Osmanabad,2025-12,117.0,4692.0,3332.0,8024.0,68.0
Maharashtra,Osmanabad,NaT,2358.0,36053.0,28612.0,64665.0,27.41203899957609
Maharashtra,Palghar,2025-01,2479.0,28061.0,87027.0,115088.0,46.406451612903226
Maharashtra,Palghar,2025-02,339.0,1920.0,3494.0,5414.0,15.923529411764706
Maharashtra,Palghar,2025-03,160.0,3413.0,2654.0,6067.0,37.6832298136646
Maharashtra,Palghar,2025-04,88.0,2558.0,2717.0,5275.0,59.26966292134831
Maharashtra,Palghar,2025-05,168.0,1725.0,2095.0,3820.0,22.60355029585799
Maharashtra,Palghar,2025-06,135.0,2914.0,1642.0,4556.0,33.5
Maharashtra,Palghar,2025-07,123.0,2378.0,1499.0,3877.0,31.266129032258064
Maharashtra,Palghar,2025-08,255.0,2932.0,3144.0,6076.0,23.734375
Maharashtra,Palghar,2025-09,295.0,1591.0,2345.0,3936.0,13.297297297297296
Maharashtra,Palghar,2025-10,318.0,2907.0,2436.0,5343.0,16.74921630094044
Maharashtra,Palghar,2025-11,254.0,2968.0,3121.0,6089.0,23.87843137254902
Maharashtra,Palghar,2025-12,252.0,3268.0,3650.0,6918.0,27.34387351778656
Maharashtra,Palghar,NaT,5673.0,35717.0,38327.0,74044.0,13.04970038773352
Maharashtra,Parbhani,2025-01,748.0,13323.0,108930.0,122253.0,163.22162883845127
Maharashtra,Parbhani,2025-02,259.0,1245.0,3150.0,4395.0,16.903846153846153
Maharashtra,Parbhani,2025-03,143.0,4298.0,3028.0,7326.0,50.875
Maharashtra,Parbhani,2025-04,116.0,4204.0,3453.0,7657.0,65.44444444444444
Maharashtra,Parbhani,2025-05,66.0,1176.0,2451.0,3627.0,54.13432835820896
Maharashtra,Parbhani,2025-06,64.0,3563.0,1495.0,5058.0,77.81538461538462
Maharashtra,Parbhani,2025-07,101.0,2592.0,1585.0,4177.0,40.95098039215687
Maharashtra,Parbhani,2025-08,192.0,2726.0,4018.0,6744.0,34.943005181347154
Maharashtra,Parbhani,2025-09,179.0,1041.0,2729.0,3770.0,20.944444444444443
Maharashtra,Parbhani,2025-10,206.0,4790.0,3076.0,7866.0,38.0
Maharashtra,Parbhani,2025-11,138.0,3122.0,3469.0,6591.0,47.41726618705036
Maharashtra,Parbhani,2025-12,172.0,4485.0,4283.0,8768.0,50.68208092485549
Maharashtra,Parbhani,NaT,3775.0,44184.0,39630.0,83814.0,22.19650423728813
Maharashtra,Pune,2025-01,6629.0,108228.0,352412.0,460640.0,69.47812971342383
Maharashtra,Pune,2025-02,1124.0,4793.0,11627.0,16420.0,14.595555555555556
Maharashtra,Pune,2025-03,568.0,11719.0,8973.0,20692.0,36.36555360281195
Maharashtra,Pune,2025-04,349.0,8644.0,10664.0,19308.0,55.16571428571429
Maharashtra,Pune,2025-05,567.0,5413.0,9090.0,14503.0,25.533450704225352
Maharashtra,Pune,2025-06,370.0,9246.0,6857.0,16103.0,43.40431266846361
Maharashtra,Pune,2025-07,436.0,6874.0,5824.0,12698.0,29.05720823798627
Maharashtra,Pune,2025-08,761.0,9772.0,12244.0,22016.0,28.89238845144357
Maharashtra,Pune,2025-09,865.0,5292.0,9174.0,14466.0,16.704387990762125
Maharashtra,Pune,2025-10,884.0,11090.0,9731.0,20821.0,23.526553672316386
Maharashtra,Pune,2025-11,683.0,9535.0,11617.0,21152.0,30.923976608187136
Maharashtra,Pune,2025-12,768.0,13551.0,14361.0,27912.0,36.29648894668401
Maharashtra,Pune,NaT,17144.0,121926.0,131018.0,252944.0,14.753222513852435
Maharashtra,Raigad,2025-01,1523.0,12668.0,8055.0,20723.0,13.597769028871392
Maharashtra,Raigad,2025-02,77.0,515.0,288.0,803.0,10.294871794871796
Maharashtra,Raigad,2025-03,33.0,949.0,225.0,1174.0,34.529411764705884
Maharashtra,Raigad,2025-04,24.0,497.0,208.0,705.0,28.2
Maharashtra,Raigad,2025-05,43.0,599.0,244.0,843.0,19.15909090909091
Maharashtra,Raigad,2025-06,39.0,789.0,190.0,979.0,24.475
Maharashtra,Raigad,2025-07,31.0,640.0,121.0,761.0,23.78125
Maharashtra,Raigad,2025-08,47.0,718.0,269.0,987.0,20.5625
Maharashtra,Raigad,2025-09,47.0,393.0,233.0,626.0,13.041666666666666
Maharashtra,Raigad,2025-10,64.0,736.0,223.0,959.0,14.753846153846156
Maharashtra,Raigad,2025-11,58.0,847.0,248.0,1095.0,18.559322033898304
Maharashtra,Raigad,2025-12,54.0,837.0,276.0,1113.0,20.23636363636364
Maharashtra,Raigad,NaT,1340.0,9390.0,3125.0,12515.0,9.332587621178224
Maharashtra,Raigarh,2025-01,41.0,8154.0,84254.0,92408.0,2200.190476190476
Maharashtra,Raigarh,2025-02,172.0,1050.0,2602.0,3652.0,21.10982658959537
Maharashtra,Raigarh,2025-03,102.0,2761.0,2370.0,5131.0,49.81553398058252
Maharashtra,Raigarh,2025-04,58.0,2822.0,2385.0,5207.0,88.2542372881356
Maharashtra,Raigarh,2025-05,124.0,1035.0,2598.0,3633.0,29.064
Maharashtra,Raigarh,2025-06,69.0,2262.0,1897.0,4159.0,59.41428571428571
Maharashtra,Raigarh,2025-07,57.0,1446.0,1529.0,2975.0,51.293103448275865
Maharashtra,Raigarh,2025-08,118.0,2553.0,3352.0,5905.0,49.6218487394958
Maharashtra,Raigarh,2025-09,152.0,1135.0,2641.0,3776.0,24.679738562091504
Maharashtra,Raigarh,2025-10,181.0,2972.0,2664.0,5636.0,30.967032967032967
Maharashtra,Raigarh,2025-11,159.0,2260.0,3081.0,5341.0,33.38125
Maharashtra,Raigarh,2025-12,156.0,3578.0,3577.0,7155.0,45.57324840764331
Maharashtra,Raigarh,NaT,3730.0,32672.0,40208.0,72880.0,19.533637094612704
Maharashtra,Raigarh(Mh),2025-01,0.0,36.0,11.0,47.0,47.0
Maharashtra,Raigarh(Mh),2025-02,5.0,12.0,12.0,24.0,4.0
Maharashtra,Raigarh(Mh),2025-03,0.0,35.0,19.0,54.0,54.0
Maharashtra,Raigarh(Mh),2025-04,0.0,40.0,20.0,60.0,60.0
Maharashtra,Raigarh(Mh),2025-05,0.0,7.0,17.0,24.0,24.0
Maharashtra,Raigarh(Mh),2025-06,0.0,30.0,16.0,46.0,46.0
Maharashtra,Raigarh(Mh),2025-07,1.0,20.0,10.0,30.0,15.0
Maharashtra,Raigarh(Mh),2025-08,3.0,17.0,25.0,42.0,10.5
Maharashtra,Raigarh(Mh),2025-09,3.0,13.0,13.0,26.0,6.5
Maharashtra,Raigarh(Mh),2025-10,4.0,36.0,21.0,57.0,11.4
Maharashtra,Raigarh(Mh),2025-11,2.0,18.0,21.0,39.0,13.0
Maharashtra,Raigarh(Mh),2025-12,3.0,22.0,23.0,45.0,11.25
Maharashtra,Raigarh(Mh),NaT,64.0,359.0,266.0,625.0,9.615384615384617
Maharashtra,Ratnagiri,2025-01,20.0,3840.0,64930.0,68770.0,3274.7619047619046
Maharashtra,Ratnagiri,2025-02,97.0,587.0,2093.0,2680.0,27.346938775510203
Maharashtra,Ratnagiri,2025-03,50.0,1639.0,2225.0,3864.0,75.76470588235294
Maharashtra,Ratnagiri,2025-04,32.0,1562.0,2608.0,4170.0,126.36363636363636
Maharashtra,Ratnagiri,2025-05,54.0,667.0,3014.0,3681.0,66.92727272727272
Maharashtra,Ratnagiri,2025-06,35.0,1455.0,1852.0,3307.0,91.86111111111111
Maharashtra,Ratnagiri,2025-07,48.0,826.0,1568.0,2394.0,48.85714285714285
Maharashtra,Ratnagiri,2025-08,59.0,1336.0,3288.0,4624.0,77.06666666666666
Maharashtra,Ratnagiri,2025-09,83.0,822.0,2868.0,3690.0,43.92857142857143
Maharashtra,Ratnagiri,2025-10,108.0,1972.0,2665.0,4637.0,42.54128440366973
Maharashtra,Ratnagiri,2025-11,64.0,1790.0,3418.0,5208.0,80.12307692307692
Maharashtra,Ratnagiri,2025-12,62.0,2938.0,3759.0,6697.0,106.3015873015873
Maharashtra,Ratnagiri,NaT,1800.0,20709.0,41179.0,61888.0,34.36313159355913
Maharashtra,Sangli,2025-01,2314.0,7990.0,118679.0,126669.0,54.71663066954643
Maharashtra,Sangli,2025-02,300.0,868.0,3528.0,4396.0,14.604651162790695
Maharashtra,Sangli,2025-03,165.0,2673.0,3211.0,5884.0,35.44578313253012
Maharashtra,Sangli,2025-04,100.0,2642.0,4022.0,6664.0,65.98019801980197
Maharashtra,Sangli,2025-05,72.0,965.0,3169.0,4134.0,56.63013698630137
Maharashtra,Sangli,2025-06,72.0,2456.0,2161.0,4617.0,63.24657534246575
Maharashtra,Sangli,2025-07,67.0,1527.0,2254.0,3781.0,55.60294117647059
Maharashtra,Sangli,2025-08,180.0,2639.0,5758.0,8397.0,46.39226519337016
Maharashtra,Sangli,2025-09,199.0,1294.0,3815.0,5109.0,25.545
Maharashtra,Sangli,2025-10,206.0,3193.0,4308.0,7501.0,36.23671497584541
Maharashtra,Sangli,2025-11,198.0,2670.0,5411.0,8081.0,40.60804020100503
Maharashtra,Sangli,2025-12,187.0,3829.0,5819.0,9648.0,51.319148936170215
Maharashtra,Sangli,NaT,3355.0,34755.0,55365.0,90120.0,26.853396901072703
Maharashtra,Satara,2025-01,1120.0,10194.0,110439.0,120633.0,107.61195361284568
Maharashtra,Satara,2025-02,209.0,1180.0,3725.0,4905.0,23.357142857142858
Maharashtra,Satara,2025-03,118.0,3359.0,2973.0,6332.0,53.21008403361345
Maharashtra,Satara,2025-04,93.0,3119.0,3677.0,6796.0,72.29787234042553
Maharashtra,Satara,2025-05,71.0,944.0,2512.0,3456.0,48.0
Maharashtra,Satara,2025-06,62.0,2763.0,1792.0,4555.0,72.3015873015873
Maharashtra,Satara,2025-07,63.0,1503.0,1773.0,3276.0,51.1875
Maharashtra,Satara,2025-08,152.0,3113.0,4334.0,7447.0,48.673202614379086
Maharashtra,Satara,2025-09,171.0,1325.0,3521.0,4846.0,28.17441860465116
Maharashtra,Satara,2025-10,156.0,4112.0,3843.0,7955.0,50.6687898089172
Maharashtra,Satara,2025-11,110.0,2952.0,4481.0,7433.0,66.96396396396396
Maharashtra,Satara,2025-12,129.0,4331.0,5375.0,9706.0,74.66153846153846
Maharashtra,Satara,NaT,3411.0,36170.0,56060.0,92230.0,27.031066822977724
Maharashtra,Sindhudurg,2025-01,12.0,2240.0,22872.0,25112.0,1931.692307692308
Maharashtra,Sindhudurg,2025-02,57.0,329.0,770.0,1099.0,18.948275862068964
Maharashtra,Sindhudurg,2025-03,23.0,712.0,652.0,1364.0,56.833333333333336
Maharashtra,Sindhudurg,2025-04,18.0,772.0,742.0,1514.0,79.6842105263158
Maharashtra,Sindhudurg,2025-05,40.0,305.0,936.0,1241.0,30.26829268292683
Maharashtra,Sindhudurg,2025-06,25.0,792.0,582.0,1374.0,52.84615384615385
Maharashtra,Sindhudurg,2025-07,19.0,449.0,518.0,967.0,48.35
Maharashtra,Sindhudurg,2025-08,32.0,830.0,1181.0,2011.0,60.93939393939394
Maharashtra,Sindhudurg,2025-09,38.0,381.0,840.0,1221.0,31.307692307692307
Maharashtra,Sindhudurg,2025-10,40.0,926.0,866.0,1792.0,43.707317073170735
Maharashtra,Sindhudurg,2025-11,32.0,836.0,956.0,1792.0,54.30303030303031
Maharashtra,Sindhudurg,2025-12,38.0,1421.0,1313.0,2734.0,70.1025641025641
Maharashtra,Sindhudurg,NaT,789.0,11565.0,14746.0,26311.0,33.30506329113924
Maharashtra,Solapur,2025-01,2054.0,30397.0,193935.0,224332.0,109.1639902676399
Maharashtra,Solapur,2025-02,483.0,2590.0,6376.0,8966.0,18.524793388429757
Maharashtra,Solapur,2025-03,280.0,8204.0,4125.0,12329.0,43.87544483985765
Maharashtra,Solapur,2025-04,179.0,8023.0,5966.0,13989.0,77.71666666666667
Maharashtra,Solapur,2025-05,173.0,2909.0,4731.0,7640.0,43.9080459770115
Maharashtra,Solapur,2025-06,149.0,7640.0,2938.0,10578.0,70.52
Maharashtra,Solapur,2025-07,159.0,5354.0,2595.0,7949.0,49.68125
Maharashtra,Solapur,2025-08,335.0,8007.0,6838.0,14845.0,44.18154761904762
Maharashtra,Solapur,2025-09,366.0,2439.0,5891.0,8330.0,22.697547683923705
Maharashtra,Solapur,2025-10,336.0,9495.0,5485.0,14980.0,44.45103857566765
Maharashtra,Solapur,2025-11,258.0,7770.0,6939.0,14709.0,56.79150579150579
Maharashtra,Solapur,2025-12,261.0,11905.0,8210.0,20115.0,76.77480916030534
Maharashtra,Solapur,NaT,6994.0,95233.0,74466.0,169699.0,24.260042887776983
Maharashtra,Thane,2025-01,17906.0,126996.0,309333.0,436329.0,24.3663930306584
Maharashtra,Thane,2025-02,1149.0,4267.0,10074.0,14341.0,12.470434782608695
Maharashtra,Thane,2025-03,523.0,10593.0,8297.0,18890.0,36.04961832061068
